id,group,page,converted
13179,control,old page,yes
22422,treatment,new page,no
12425,control,old page,no
21813,treatment,new page,yes
13203,control,old page,no
12001,control,old page,no
21291,treatment,new page,no
12665,control,old page,no
19260,treatment,new page,no
12948,control,old page,no
18995,treatment,new page,no
21501,treatment,new page,no
21406,treatment,new page,no
12897,control,old page,no
12829,control,old page,no
19710,treatment,new page,no
21326,treatment,new page,yes
12914,control,old page,no
20362,treatment,new page,no
20913,treatment,new page,no
20714,treatment,new page,no
21715,treatment,new page,no
12274,control,old page,no
22233,treatment,new page,no
21958,treatment,new page,no
19024,treatment,new page,no
13117,control,old page,no
12574,control,old page,no
18937,treatment,new page,no
12414,control,old page,no
21097,treatment,new page,no
13411,control,old page,no
12097,control,old page,no
12915,control,old page,no
12636,control,old page,no
21858,treatment,new page,yes
22420,treatment,new page,yes
20402,treatment,new page,no
19847,treatment,new page,no
20473,treatment,new page,no
19279,treatment,new page,no
19909,treatment,new page,yes
20802,treatment,new page,no
12439,control,old page,no
19621,treatment,new page,no
19234,treatment,new page,no
12619,control,old page,no
12480,control,old page,no
21749,treatment,new page,no
22158,treatment,new page,no
20760,treatment,new page,no
13252,control,old page,no
21308,treatment,new page,no
12090,control,old page,no
20148,treatment,new page,no
12585,control,old page,no
22017,treatment,new page,no
21340,treatment,new page,no
20521,treatment,new page,yes
22023,treatment,new page,no
21570,treatment,new page,no
12122,control,old page,no
12029,control,old page,no
13325,control,old page,no
20199,treatment,new page,yes
21231,treatment,new page,no
20129,treatment,new page,yes
12628,control,old page,no
21390,treatment,new page,no
21548,treatment,new page,no
21047,treatment,new page,no
13059,control,old page,no
22269,treatment,new page,no
20232,treatment,new page,no
12319,control,old page,no
12146,control,old page,no
12086,control,old page,no
13013,control,old page,no
20301,treatment,new page,no
12860,control,old page,no
21385,treatment,new page,no
19410,treatment,new page,no
12099,control,old page,no
19059,treatment,new page,no
12704,control,old page,no
13288,control,old page,no
11980,control,old page,no
13079,control,old page,no
12401,control,old page,no
12882,control,old page,yes
20070,treatment,new page,no
12447,control,old page,no
22225,treatment,new page,no
19861,treatment,new page,no
20914,treatment,new page,no
21865,treatment,new page,no
22402,treatment,new page,no
19820,treatment,new page,no
12602,control,old page,no
12868,control,old page,no
13270,control,old page,no
18918,treatment,new page,no
12808,control,old page,yes
11989,control,old page,no
12874,control,old page,no
13412,control,old page,yes
19294,treatment,new page,no
13162,control,old page,no
13397,control,old page,yes
12024,control,old page,no
12178,control,old page,no
21415,treatment,new page,no
20436,treatment,new page,no
21288,treatment,new page,no
20185,treatment,new page,yes
13012,control,old page,no
21327,treatment,new page,no
20672,treatment,new page,no
21015,treatment,new page,no
12086,control,old page,no
13049,control,old page,no
21239,treatment,new page,no
12526,control,old page,no
20609,treatment,new page,no
20304,treatment,new page,yes
12773,control,old page,no
19691,treatment,new page,yes
12654,control,old page,no
12948,control,old page,no
20958,treatment,new page,no
13311,control,old page,no
21979,treatment,new page,yes
19162,treatment,new page,no
13454,control,old page,no
12317,control,old page,no
19578,treatment,new page,no
19181,treatment,new page,yes
21693,treatment,new page,no
19182,treatment,new page,yes
19559,treatment,new page,yes
12243,control,old page,yes
22358,treatment,new page,yes
12661,control,old page,no
21508,treatment,new page,yes
12569,control,old page,no
12913,control,old page,no
13358,control,old page,no
12896,control,old page,yes
22446,treatment,new page,no
19217,treatment,new page,no
21142,treatment,new page,no
12850,control,old page,no
20987,treatment,new page,no
22222,treatment,new page,no
12394,control,old page,yes
11932,control,old page,no
13037,control,old page,no
22140,treatment,new page,no
13149,control,old page,no
21792,treatment,new page,no
22326,treatment,new page,yes
13447,control,old page,no
12903,control,old page,yes
11990,control,old page,no
12514,control,old page,yes
12239,control,old page,no
21031,treatment,new page,no
12131,control,old page,no
19798,treatment,new page,no
12492,control,old page,no
12852,control,old page,yes
18919,treatment,new page,no
13375,control,old page,no
19422,treatment,new page,no
12300,control,old page,no
12965,control,old page,no
20176,treatment,new page,no
20772,treatment,new page,no
12066,control,old page,no
12076,control,old page,yes
13210,control,old page,no
20373,treatment,new page,no
22127,treatment,new page,no
19987,treatment,new page,no
12799,control,old page,no
12561,control,old page,no
12334,control,old page,yes
11997,control,old page,no
12624,control,old page,no
12971,control,old page,no
13043,control,old page,no
12985,control,old page,yes
12667,control,old page,no
22428,treatment,new page,no
21098,treatment,new page,no
12628,control,old page,no
12722,control,old page,no
12396,control,old page,yes
20962,treatment,new page,yes
22077,treatment,new page,yes
19407,treatment,new page,yes
22085,treatment,new page,no
11911,control,old page,no
13429,control,old page,no
12760,control,old page,no
13446,control,old page,no
12884,control,old page,no
20683,treatment,new page,no
12867,control,old page,no
21317,treatment,new page,no
20713,treatment,new page,no
20788,treatment,new page,no
12924,control,old page,no
12138,control,old page,no
21930,treatment,new page,no
20707,treatment,new page,no
12449,control,old page,yes
21598,treatment,new page,no
12281,control,old page,no
12809,control,old page,no
20647,treatment,new page,no
13387,control,old page,no
20793,treatment,new page,yes
12192,control,old page,no
12596,control,old page,no
19157,treatment,new page,no
13305,control,old page,no
12195,control,old page,yes
12180,control,old page,no
12348,control,old page,no
12941,control,old page,yes
22120,treatment,new page,no
20059,treatment,new page,no
19002,treatment,new page,no
12735,control,old page,no
21489,treatment,new page,yes
13168,control,old page,no
18907,treatment,new page,no
13279,control,old page,no
12021,control,old page,no
13002,control,old page,no
13026,control,old page,no
19131,treatment,new page,yes
12416,control,old page,yes
13323,control,old page,no
11876,control,old page,no
20462,treatment,new page,no
20487,treatment,new page,yes
12042,control,old page,yes
12532,control,old page,no
12927,control,old page,no
12409,control,old page,no
12547,control,old page,no
20759,treatment,new page,no
18930,treatment,new page,no
20074,treatment,new page,no
21020,treatment,new page,no
21544,treatment,new page,no
12121,control,old page,no
18943,treatment,new page,no
19058,treatment,new page,yes
12392,control,old page,no
20385,treatment,new page,no
20581,treatment,new page,no
19638,treatment,new page,no
13204,control,old page,no
20504,treatment,new page,no
20250,treatment,new page,no
13304,control,old page,no
11910,control,old page,no
21276,treatment,new page,no
19968,treatment,new page,no
19370,treatment,new page,no
12079,control,old page,no
22278,treatment,new page,no
13336,control,old page,yes
19414,treatment,new page,no
12899,control,old page,no
12087,control,old page,no
13197,control,old page,no
12920,control,old page,no
20055,treatment,new page,no
12376,control,old page,no
21727,treatment,new page,no
20701,treatment,new page,no
12364,control,old page,no
19533,treatment,new page,yes
12259,control,old page,no
19507,treatment,new page,yes
19321,treatment,new page,no
12111,control,old page,no
20417,treatment,new page,no
12931,control,old page,no
12291,control,old page,no
21018,treatment,new page,no
20819,treatment,new page,yes
12474,control,old page,no
12174,control,old page,no
19265,treatment,new page,yes
12734,control,old page,no
12347,control,old page,no
20530,treatment,new page,yes
12478,control,old page,yes
12342,control,old page,yes
20140,treatment,new page,no
22057,treatment,new page,no
12586,control,old page,yes
12582,control,old page,no
13284,control,old page,no
19854,treatment,new page,no
13344,control,old page,no
12928,control,old page,no
20472,treatment,new page,no
19378,treatment,new page,no
12844,control,old page,no
19123,treatment,new page,no
13033,control,old page,no
12995,control,old page,no
19161,treatment,new page,yes
13008,control,old page,no
20423,treatment,new page,yes
20212,treatment,new page,no
22108,treatment,new page,no
21676,treatment,new page,no
12165,control,old page,no
13124,control,old page,no
20432,treatment,new page,yes
12601,control,old page,no
21371,treatment,new page,no
19196,treatment,new page,yes
18893,treatment,new page,no
12224,control,old page,yes
12236,control,old page,no
12397,control,old page,no
19593,treatment,new page,no
13160,control,old page,no
13028,control,old page,no
13037,control,old page,no
11959,control,old page,no
20770,treatment,new page,no
19108,treatment,new page,no
13326,control,old page,no
20804,treatment,new page,no
12342,control,old page,no
12069,control,old page,no
12117,control,old page,no
19806,treatment,new page,yes
12645,control,old page,no
12876,control,old page,no
19692,treatment,new page,no
12458,control,old page,no
13228,control,old page,no
13448,control,old page,no
20087,treatment,new page,no
11920,control,old page,no
12158,control,old page,no
20531,treatment,new page,no
13200,control,old page,no
21074,treatment,new page,no
21560,treatment,new page,yes
19382,treatment,new page,no
12150,control,old page,yes
12180,control,old page,no
20404,treatment,new page,yes
12163,control,old page,no
12377,control,old page,no
12684,control,old page,no
12507,control,old page,yes
13088,control,old page,no
12893,control,old page,no
12769,control,old page,no
12499,control,old page,no
20391,treatment,new page,no
18885,treatment,new page,no
22424,treatment,new page,no
20566,treatment,new page,no
13025,control,old page,no
13283,control,old page,no
13414,control,old page,no
20700,treatment,new page,no
12814,control,old page,no
13397,control,old page,no
12811,control,old page,no
13318,control,old page,yes
12507,control,old page,no
12085,control,old page,no
13185,control,old page,no
12013,control,old page,no
12418,control,old page,no
13413,control,old page,no
13054,control,old page,no
21823,treatment,new page,no
22090,treatment,new page,no
13163,control,old page,no
12372,control,old page,no
12492,control,old page,no
20072,treatment,new page,no
12818,control,old page,no
12459,control,old page,no
12730,control,old page,no
12446,control,old page,no
12815,control,old page,no
19054,treatment,new page,no
13114,control,old page,no
12718,control,old page,no
12235,control,old page,no
12370,control,old page,no
19738,treatment,new page,no
13393,control,old page,no
12181,control,old page,no
12293,control,old page,no
12956,control,old page,no
19146,treatment,new page,no
19921,treatment,new page,yes
13108,control,old page,yes
22399,treatment,new page,yes
13420,control,old page,no
12525,control,old page,no
20618,treatment,new page,no
21311,treatment,new page,no
22436,treatment,new page,no
12755,control,old page,no
12044,control,old page,no
12844,control,old page,no
20447,treatment,new page,no
18972,treatment,new page,no
20193,treatment,new page,yes
20296,treatment,new page,no
13412,control,old page,yes
12054,control,old page,no
12536,control,old page,no
21737,treatment,new page,no
19919,treatment,new page,no
19724,treatment,new page,no
19893,treatment,new page,no
12261,control,old page,no
12045,control,old page,no
13219,control,old page,no
21386,treatment,new page,no
12866,control,old page,no
12733,control,old page,no
19865,treatment,new page,no
12341,control,old page,no
12344,control,old page,no
12515,control,old page,yes
12697,control,old page,no
13175,control,old page,no
19446,treatment,new page,no
22026,treatment,new page,no
13223,control,old page,no
12095,control,old page,no
13148,control,old page,no
12469,control,old page,no
12719,control,old page,no
20833,treatment,new page,no
12862,control,old page,no
12265,control,old page,no
13394,control,old page,no
19793,treatment,new page,no
19576,treatment,new page,yes
13292,control,old page,yes
20977,treatment,new page,yes
18994,treatment,new page,no
12501,control,old page,yes
12630,control,old page,no
20937,treatment,new page,no
21796,treatment,new page,no
19040,treatment,new page,no
21797,treatment,new page,no
12827,control,old page,no
12116,control,old page,no
12779,control,old page,no
21526,treatment,new page,no
12858,control,old page,no
12456,control,old page,no
19037,treatment,new page,no
12591,control,old page,no
13171,control,old page,no
21171,treatment,new page,no
19255,treatment,new page,no
20808,treatment,new page,yes
19269,treatment,new page,no
12892,control,old page,no
13383,control,old page,no
12801,control,old page,yes
22074,treatment,new page,no
13023,control,old page,no
12916,control,old page,no
12481,control,old page,no
20622,treatment,new page,no
12175,control,old page,no
12010,control,old page,no
12056,control,old page,no
12469,control,old page,no
19128,treatment,new page,no
20836,treatment,new page,no
20851,treatment,new page,no
13059,control,old page,no
20996,treatment,new page,no
12932,control,old page,no
13186,control,old page,no
12144,control,old page,yes
12284,control,old page,no
19271,treatment,new page,yes
12887,control,old page,no
12780,control,old page,no
13138,control,old page,yes
12723,control,old page,no
22018,treatment,new page,no
20579,treatment,new page,no
11904,control,old page,no
11985,control,old page,no
12881,control,old page,yes
13026,control,old page,no
12992,control,old page,no
19348,treatment,new page,no
12912,control,old page,no
12008,control,old page,no
19398,treatment,new page,no
20446,treatment,new page,no
19648,treatment,new page,no
12102,control,old page,no
21429,treatment,new page,no
22024,treatment,new page,no
12694,control,old page,no
12492,control,old page,no
12997,control,old page,no
21121,treatment,new page,no
12406,control,old page,no
20155,treatment,new page,no
13420,control,old page,no
20326,treatment,new page,yes
13326,control,old page,no
21158,treatment,new page,no
21319,treatment,new page,no
13451,control,old page,no
21597,treatment,new page,no
13079,control,old page,no
19302,treatment,new page,yes
21990,treatment,new page,yes
20016,treatment,new page,no
21342,treatment,new page,no
12205,control,old page,yes
13230,control,old page,no
21112,treatment,new page,no
12247,control,old page,yes
20976,treatment,new page,yes
19680,treatment,new page,no
19601,treatment,new page,no
12477,control,old page,no
12990,control,old page,no
12490,control,old page,no
11996,control,old page,no
20657,treatment,new page,no
21714,treatment,new page,no
20797,treatment,new page,no
12915,control,old page,no
12729,control,old page,no
12385,control,old page,no
11949,control,old page,no
22256,treatment,new page,no
19831,treatment,new page,no
12762,control,old page,no
20580,treatment,new page,no
12888,control,old page,yes
21335,treatment,new page,yes
13150,control,old page,no
19166,treatment,new page,no
22380,treatment,new page,no
12238,control,old page,no
12766,control,old page,no
19615,treatment,new page,no
11971,control,old page,yes
12223,control,old page,no
13150,control,old page,no
12994,control,old page,no
12935,control,old page,no
19511,treatment,new page,no
12152,control,old page,no
13170,control,old page,no
21717,treatment,new page,no
19589,treatment,new page,no
21136,treatment,new page,no
19908,treatment,new page,no
19427,treatment,new page,no
19262,treatment,new page,yes
20821,treatment,new page,no
22039,treatment,new page,no
13077,control,old page,no
13388,control,old page,no
21845,treatment,new page,no
21870,treatment,new page,no
12028,control,old page,no
12019,control,old page,no
12903,control,old page,no
20049,treatment,new page,no
20655,treatment,new page,no
13357,control,old page,no
21751,treatment,new page,no
20740,treatment,new page,no
12965,control,old page,yes
19342,treatment,new page,no
20483,treatment,new page,no
18917,treatment,new page,no
12620,control,old page,no
20396,treatment,new page,no
19917,treatment,new page,no
21054,treatment,new page,no
22232,treatment,new page,no
22182,treatment,new page,yes
12054,control,old page,no
21812,treatment,new page,no
20492,treatment,new page,no
19323,treatment,new page,no
19799,treatment,new page,no
11967,control,old page,yes
21886,treatment,new page,yes
13168,control,old page,no
12953,control,old page,no
13423,control,old page,yes
22430,treatment,new page,no
13190,control,old page,no
13227,control,old page,no
19121,treatment,new page,no
12949,control,old page,no
12041,control,old page,no
12848,control,old page,no
12409,control,old page,yes
13452,control,old page,no
13212,control,old page,no
19429,treatment,new page,yes
12748,control,old page,yes
12320,control,old page,no
12308,control,old page,no
20190,treatment,new page,no
19464,treatment,new page,no
19324,treatment,new page,no
11938,control,old page,no
13275,control,old page,no
12731,control,old page,no
12863,control,old page,no
12079,control,old page,no
21095,treatment,new page,no
12308,control,old page,no
12000,control,old page,no
12620,control,old page,no
21216,treatment,new page,yes
20554,treatment,new page,no
11978,control,old page,no
21799,treatment,new page,no
12213,control,old page,no
13330,control,old page,no
20213,treatment,new page,no
13337,control,old page,no
19769,treatment,new page,no
13258,control,old page,no
20633,treatment,new page,no
13354,control,old page,no
20517,treatment,new page,yes
12582,control,old page,no
12328,control,old page,yes
12169,control,old page,no
11912,control,old page,yes
20111,treatment,new page,no
12955,control,old page,yes
11901,control,old page,yes
12528,control,old page,no
20116,treatment,new page,yes
18945,treatment,new page,yes
21482,treatment,new page,no
12466,control,old page,no
19402,treatment,new page,no
19307,treatment,new page,yes
21909,treatment,new page,yes
12481,control,old page,yes
11890,control,old page,no
22379,treatment,new page,no
13267,control,old page,no
11967,control,old page,yes
22381,treatment,new page,no
12740,control,old page,no
12794,control,old page,yes
12911,control,old page,no
22237,treatment,new page,no
